State,County,Use,Year,Volume
Texas,Gaines,Indirect,1986,35.004
Texas,Gaines,Indirect,1986,31.612
Texas,Gaines,Indirect,1986,1.728
Texas,Gaines,Indirect,1986,0.5
Texas,Gaines,Indirect,1986,0.075
Texas,Gaines,Indirect,1987,481.391106
Texas,Gaines,Indirect,1987,31.612
Texas,Gaines,Indirect,1987,2.459028
Texas,Gaines,Indirect,1987,0.5
Texas,Gaines,Indirect,1987,0.075
Texas,Gaines,Indirect,1987,0.0576
Texas,Gaines,Indirect,1988,358.78248
Texas,Gaines,Indirect,1988,31.612
Texas,Gaines,Indirect,1988,7.44
Texas,Gaines,Indirect,1988,2.459028
Texas,Gaines,Indirect,1988,0.5
Texas,Gaines,Indirect,1989,203.6016
Texas,Gaines,Indirect,1989,31.612
Texas,Gaines,Indirect,1989,15.768
Texas,Gaines,Indirect,1989,2.4588
Texas,Gaines,Indirect,1989,0.5004
Texas,Gaines,Indirect,1990,172.0005
Texas,Gaines,Indirect,1990,103.2
Texas,Gaines,Indirect,1990,7.98
Texas,Gaines,Indirect,1990,2.4588
Texas,Gaines,Indirect,1990,0.5004
Texas,Gaines,Indirect,1991,130.5839
Texas,Gaines,Indirect,1991,31.612
Texas,Gaines,Indirect,1991,2.4588
Texas,Gaines,Indirect,1991,1.825
Texas,Gaines,Indirect,1991,0.4
Texas,Gaines,Indirect,1992,95.9384
Texas,Gaines,Indirect,1992,31.612
Texas,Gaines,Indirect,1992,9.9996
Texas,Gaines,Indirect,1992,2.4588
Texas,Gaines,Indirect,1992,1.032
Texas,Gaines,Indirect,1993,103.2
Texas,Gaines,Indirect,1993,31.612
Texas,Gaines,Indirect,1993,2.4588
Texas,Gaines,Indirect,1993,0.36
Texas,Gaines,Indirect,1994,35.8
Texas,Gaines,Indirect,1994,31.612
Texas,Gaines,Indirect,1994,2.459028
Texas,Gaines,Indirect,1995,31.612
Texas,Gaines,Indirect,1995,2.459028
Texas,Gaines,Indirect,1995,0.0798
Texas,Gaines,Indirect,1996,31.612
Texas,Gaines,Indirect,1996,2.459028
Texas,Gaines,Indirect,1996,0.0462
Texas,Gaines,Indirect,1997,31.612
Texas,Gaines,Indirect,1997,2.459028
Texas,Gaines,Indirect,1998,31.612
Texas,Gaines,Indirect,1998,2.459028
Texas,Gaines,Indirect,1999,18
Texas,Gaines,Indirect,2010,367.92
Texas,Gaines,Indirect,2011,328.8327
Texas,Gaines,Indirect,2012,271.819884
Texas,Gaines,Indirect,2013,234.569336
Texas,Gaines,Indirect,2014,248.128902
Texas,Gaines,Indirect,2015,279.7179
Texas,Gaines,Indirect,2016,289.5165
Texas,Gaines,Indirect,2017,227.112144
Texas,Gaines,Indirect,2018,607.611614
Texas,Gaines,Indirect,2018,227.118115
Texas,Garza,Indirect,1986,0.144
Texas,Garza,Indirect,1986,0.144
Texas,Garza,Indirect,1987,0.144
Texas,Garza,Indirect,1987,0.144
Texas,Garza,Indirect,1988,0.144
Texas,Garza,Indirect,1988,0.144
Texas,Garza,Indirect,1989,0.1008
Texas,Garza,Indirect,1990,0.1008
Texas,Garza,Indirect,1991,1.1008
Texas,Garza,Indirect,1992,6
Texas,Garza,Indirect,1993,0.006
Texas,Glasscock,Indirect,1984,0.4
Texas,Glasscock,Indirect,1985,0.58
Texas,Glasscock,Indirect,1986,0.58
Texas,Glasscock,Indirect,1987,0.24
Texas,Glasscock,Indirect,1988,2.17
Texas,Glasscock,Indirect,1988,0.24
Texas,Glasscock,Indirect,1989,2.17
Texas,Glasscock,Indirect,1989,0.24
Texas,Glasscock,Indirect,1990,2.076
Texas,Glasscock,Indirect,1990,0.9928
Texas,Glasscock,Indirect,1991,1.689
Texas,Glasscock,Indirect,1991,1.1888
Texas,Glasscock,Indirect,1992,1.375
Texas,Glasscock,Indirect,1992,0.5725
Texas,Glasscock,Indirect,1993,1.32
Texas,Glasscock,Indirect,1993,1.0214
Texas,Glasscock,Indirect,1994,1.05738
Texas,Glasscock,Indirect,1995,0.699071
Texas,Glasscock,Indirect,1995,0.358995
Texas,Glasscock,Indirect,1997,0.03
Texas,Glasscock,Indirect,1998,0.03
Texas,Glasscock,Indirect,1999,0.03
Texas,Glasscock,Indirect,2000,0.03
Texas,Hale,Indirect,1981,2.85932
Texas,Hale,Indirect,1982,2.8584
Texas,Hale,Indirect,1983,2.8582
Texas,Hale,Indirect,1984,2.858
Texas,Hale,Indirect,1985,1.7148
Texas,Hale,Indirect,1986,0.096
Texas,Hockley,Indirect,1981,57.69766
Texas,Hockley,Indirect,1982,60.273839
Texas,Hockley,Indirect,1983,60.874306
Texas,Hockley,Indirect,1984,40.476943
Texas,Hockley,Indirect,1985,21.2112
Texas,Hockley,Indirect,1986,19.6363
Texas,Hockley,Indirect,1987,22.863
Texas,Hockley,Indirect,1988,21.96
Texas,Hockley,Indirect,1988,3.092897
Texas,Hockley,Indirect,1989,13.7458
Texas,Hockley,Indirect,1989,3.3
Texas,Hockley,Indirect,1990,1.405
Texas,Hockley,Indirect,1990,0.72
Texas,Hockley,Indirect,1991,6.4162
Texas,Hockley,Indirect,1991,1.38
Texas,Hockley,Indirect,1992,6.7575
Texas,Hockley,Indirect,1992,1.4016
Texas,Hockley,Indirect,1993,14.7
Texas,Hockley,Indirect,1993,2.1384
Texas,Hockley,Indirect,1994,18.305334
Texas,Hockley,Indirect,1994,2.14536
Texas,Hockley,Indirect,1995,6.495106
Texas,Hockley,Indirect,1995,2.1469
Texas,Hockley,Indirect,1996,2.164916
Texas,Hockley,Indirect,1996,1.956
Texas,Hockley,Indirect,1997,2.162451
Texas,Hockley,Indirect,1997,0.002092
Texas,Hockley,Indirect,1998,0.166
Texas,Hockley,Indirect,1998,0.0024
Texas,Hockley,Indirect,1999,0.166
Texas,Hockley,Indirect,1999,0.0024
Texas,Hockley,Indirect,2000,0.0024
Texas,Hockley,Indirect,2001,0.0024
Texas,Hockley,Indirect,2002,0.0024
Texas,Hockley,Indirect,2003,0.0024
Texas,Hockley,Indirect,2004,0.0024
Texas,Hockley,Indirect,2005,0.0024
Texas,Hockley,Indirect,2006,0.0024
Texas,Hockley,Indirect,2007,0.0024
Texas,Howard,Indirect,1985,15.344574
Texas,Howard,Indirect,1986,10.206
Texas,Howard,Indirect,1987,8.373834
Texas,Howard,Indirect,1988,12.673962
Texas,Howard,Indirect,1989,5.5789
Texas,Howard,Indirect,1990,7.8423
Texas,Howard,Indirect,1991,8.226
Texas,Howard,Indirect,1992,2.938
Texas,Howard,Indirect,1993,4.0946
Texas,Howard,Indirect,1994,4.560804
Texas,Howard,Indirect,1995,6.29916
Texas,Howard,Indirect,1996,8.984346
Texas,Howard,Indirect,1997,1.74531
Texas,Howard,Indirect,1998,6.0312
Texas,Howard,Indirect,1999,0.045
Texas,Howard,Indirect,2000,0.03
Texas,Howard,Indirect,2001,0.024
Texas,Howard,Indirect,2002,0.519318
Texas,Howard,Indirect,2003,0.344
Texas,Howard,Indirect,2004,0.187
Texas,Howard,Indirect,2005,0.642642
Texas,Howard,Indirect,2006,253.744884
Texas,Howard,Indirect,2006,0.4723
Texas,Howard,Indirect,2007,0.4723
Texas,Howard,Indirect,2008,0.4723
Texas,Howard,Indirect,2009,0.4723
Texas,Howard,Indirect,2010,0.48
Texas,Howard,Indirect,2011,0.48
Texas,Howard,Indirect,2012,0.48
Texas,Howard,Indirect,2013,0.48
Texas,Howard,Indirect,2014,0.29
Texas,Howard,Indirect,2015,0.3311
Texas,Howard,Indirect,2016,0.2543
Texas,Howard,Indirect,2017,0.244529
Texas,Howard,Indirect,2018,0.367584
Texas,Irion,Indirect,1981,0.844237
Texas,Irion,Indirect,1982,1.129883
Texas,Irion,Indirect,1983,0.936285
Texas,Irion,Indirect,1984,1.592637
Texas,Irion,Indirect,1984,0.0357
Texas,Irion,Indirect,1985,0.684728
Texas,Irion,Indirect,1985,0.0357
Texas,Irion,Indirect,1986,0.952966
Texas,Irion,Indirect,1987,0.33063
Texas,Irion,Indirect,1988,0.198336
Texas,Irion,Indirect,1989,0.6858
Texas,Kent,Indirect,2004,0.227
Texas,Kent,Indirect,2005,7.690964
Texas,Kent,Indirect,2006,80.111262
Texas,Kent,Indirect,2007,88.326378
Texas,Kent,Indirect,2008,149.551836
Texas,Kent,Indirect,2018,0.602032
Texas,Loving,Indirect,1981,2.82
Texas,Loving,Indirect,1982,2.5
Texas,Loving,Indirect,1983,0.05
Texas,Loving,Indirect,1984,0.2331
Texas,Loving,Indirect,1985,0.22
Texas,Loving,Indirect,1986,0.22
Texas,Loving,Indirect,1987,0.22
Texas,Loving,Indirect,1988,0.547
Texas,Loving,Indirect,1989,0.5472
Texas,Loving,Indirect,1990,0.549
Texas,Loving,Indirect,1991,0.549
Texas,Loving,Indirect,1992,0.2748
Texas,Martin,Indirect,1981,3.2
Texas,Martin,Indirect,1981,0.2
Texas,Martin,Indirect,1982,3.2
Texas,Martin,Indirect,1982,0.2
Texas,Martin,Indirect,1983,3.2
Texas,Martin,Indirect,1983,0.2
Texas,Martin,Indirect,1984,1.031
Texas,Martin,Indirect,1984,0.144
Texas,Martin,Indirect,1985,12.842908
Texas,Martin,Indirect,1985,3.2752
Texas,Martin,Indirect,1985,0.144
Texas,Martin,Indirect,1986,7.323
Texas,Martin,Indirect,1986,3.275
Texas,Martin,Indirect,1986,0.144
Texas,Martin,Indirect,1987,5.971854
Texas,Martin,Indirect,1987,3.275
Texas,Martin,Indirect,1987,0.144
Texas,Martin,Indirect,1988,5.544546
Texas,Martin,Indirect,1988,3.305
Texas,Martin,Indirect,1988,0.144
Texas,Martin,Indirect,1989,6.1396
Texas,Martin,Indirect,1989,3.305
Texas,Martin,Indirect,1989,0.144
Texas,Martin,Indirect,1990,9.9222
Texas,Martin,Indirect,1990,2.891
Texas,Martin,Indirect,1990,0.144
Texas,Martin,Indirect,1991,5.1908
Texas,Martin,Indirect,1991,2.891
Texas,Martin,Indirect,1992,2.7443
Texas,Martin,Indirect,1992,2.277
Texas,Martin,Indirect,1993,8.6355
Texas,Martin,Indirect,1993,2.252
Texas,Martin,Indirect,1994,13.318518
Texas,Martin,Indirect,1994,2.204
Texas,Martin,Indirect,1995,14.36961
Texas,Martin,Indirect,1995,2.204
Texas,Martin,Indirect,1996,10.240268
Texas,Martin,Indirect,1996,2.203
Texas,Martin,Indirect,1997,14.324034
Texas,Martin,Indirect,1997,2.204
Texas,Martin,Indirect,1998,9.153828
Texas,Martin,Indirect,1998,2.204
Texas,Martin,Indirect,1999,8.250774
Texas,Martin,Indirect,1999,2.204
Texas,Martin,Indirect,2000,11.034858
Texas,Martin,Indirect,2000,2.204
Texas,Martin,Indirect,2001,14.004978
Texas,Martin,Indirect,2001,2.215787
Texas,Martin,Indirect,2002,4.584961
Texas,Martin,Indirect,2002,1.35587
Texas,Martin,Indirect,2003,5.875362
Texas,Martin,Indirect,2003,1.35587
Texas,Martin,Indirect,2004,6.596221
Texas,Martin,Indirect,2004,1.35587
Texas,Martin,Indirect,2005,11.581122
Texas,Martin,Indirect,2006,17.399886
Texas,Martin,Indirect,2008,14.407386
Texas,Martin,Indirect,2009,14.407386
Texas,Martin,Indirect,2010,14.407386
Texas,Martin,Indirect,2011,14.407386
Texas,Martin,Indirect,2012,14.407386
Texas,Martin,Indirect,2013,14.407386
Texas,Martin,Indirect,2014,14.407386
Texas,Martin,Indirect,2015,14.407386
Texas,Martin,Indirect,2016,1.28
Texas,Martin,Indirect,2017,1.33476
Texas,Midland,Indirect,1981,50.5
Texas,Midland,Indirect,1981,27.792
Texas,Midland,Indirect,1981,16.655688
Texas,Midland,Indirect,1981,0.261
Texas,Midland,Indirect,1982,49.7
Texas,Midland,Indirect,1982,33.058
Texas,Midland,Indirect,1982,20.937192
Texas,Midland,Indirect,1982,0.271
Texas,Midland,Indirect,1983,46.1
Texas,Midland,Indirect,1983,42.34226
Texas,Midland,Indirect,1983,18.717026
Texas,Midland,Indirect,1983,0.271
Texas,Midland,Indirect,1984,46.1
Texas,Midland,Indirect,1984,28.4143
Texas,Midland,Indirect,1984,24.143836
Texas,Midland,Indirect,1984,0.269
Texas,Midland,Indirect,1985,28.3974
Texas,Midland,Indirect,1985,26.591
Texas,Midland,Indirect,1985,20.805718
Texas,Midland,Indirect,1985,0.29
Texas,Midland,Indirect,1986,30.9883
Texas,Midland,Indirect,1986,28.3974
Texas,Midland,Indirect,1986,18.517918
Texas,Midland,Indirect,1986,1.628
Texas,Midland,Indirect,1986,0.284
Texas,Midland,Indirect,1987,44.14463
Texas,Midland,Indirect,1987,28.3974
Texas,Midland,Indirect,1987,27.742638
Texas,Midland,Indirect,1987,1.52
Texas,Midland,Indirect,1987,0.272
Texas,Midland,Indirect,1988,39.879664
Texas,Midland,Indirect,1988,28.3974
Texas,Midland,Indirect,1988,21.734098
Texas,Midland,Indirect,1988,1.29854
Texas,Midland,Indirect,1988,0.281
Texas,Midland,Indirect,1989,39.9996
Texas,Midland,Indirect,1989,28.3962
Texas,Midland,Indirect,1989,20.2257
Texas,Midland,Indirect,1989,1.315
Texas,Midland,Indirect,1989,0.245
Texas,Midland,Indirect,1990,45
Texas,Midland,Indirect,1990,28.395
Texas,Midland,Indirect,1990,19.3274
Texas,Midland,Indirect,1990,1.3294
Texas,Midland,Indirect,1990,0.268
Texas,Midland,Indirect,1991,30.428
Texas,Midland,Indirect,1991,28.3956
Texas,Midland,Indirect,1991,16.2495
Texas,Midland,Indirect,1991,1.27
Texas,Midland,Indirect,1991,0.293
Texas,Midland,Indirect,1992,28.3294
Texas,Midland,Indirect,1992,26.9757
Texas,Midland,Indirect,1992,18.7
Texas,Midland,Indirect,1992,1.0368
Texas,Midland,Indirect,1992,0.287
Texas,Midland,Indirect,1993,26.9757
Texas,Midland,Indirect,1993,23.9234
Texas,Midland,Indirect,1993,19.0944
Texas,Midland,Indirect,1993,0.7879
Texas,Midland,Indirect,1993,0.294
Texas,Midland,Indirect,1994,26.97582
Texas,Midland,Indirect,1994,19.327435
Texas,Midland,Indirect,1994,18.32684
Texas,Midland,Indirect,1994,4.9582
Texas,Midland,Indirect,1994,0.294
Texas,Midland,Indirect,1995,26.97582
Texas,Midland,Indirect,1995,19.327685
Texas,Midland,Indirect,1995,13.76862
Texas,Midland,Indirect,1995,0.266
Texas,Midland,Indirect,1995,0.054
Texas,Midland,Indirect,1996,26.97582
Texas,Midland,Indirect,1996,18
Texas,Midland,Indirect,1996,0.54342
Texas,Midland,Indirect,1996,0.277
Texas,Midland,Indirect,1996,0.045783
Texas,Midland,Indirect,1997,26.97582
Texas,Midland,Indirect,1997,1.8
Texas,Midland,Indirect,1997,0.5297
Texas,Midland,Indirect,1997,0.277
Texas,Midland,Indirect,1997,0.100862
Texas,Midland,Indirect,1998,1.8
Texas,Midland,Indirect,1998,0.48745
Texas,Midland,Indirect,1998,0.4628
Texas,Midland,Indirect,1998,0.277
Texas,Midland,Indirect,1998,0.0168
Texas,Midland,Indirect,1999,24.192
Texas,Midland,Indirect,1999,0.48861
Texas,Midland,Indirect,1999,0.4628
Texas,Midland,Indirect,1999,0.287
Texas,Midland,Indirect,1999,0.0168
Texas,Midland,Indirect,2000,0.4628
Texas,Midland,Indirect,2001,179.38305
Texas,Midland,Indirect,2001,0.4628
Texas,Midland,Indirect,2002,356.024774
Texas,Midland,Indirect,2002,0.4628
Texas,Midland,Indirect,2003,212.362836
Texas,Midland,Indirect,2003,0.4628
Texas,Midland,Indirect,2004,241.21944
Texas,Midland,Indirect,2004,0.4628
Texas,Midland,Indirect,2005,244.164388
Texas,Midland,Indirect,2005,0.4628
Texas,Midland,Indirect,2006,0.4628
Texas,Midland,Indirect,2007,190.662984
Texas,Midland,Indirect,2007,0.4628
Texas,Midland,Indirect,2008,190.662984
Texas,Midland,Indirect,2009,190.662984
Texas,Midland,Indirect,2010,190.662984
Texas,Midland,Indirect,2011,268.335
Texas,Midland,Indirect,2012,153.12
Texas,Midland,Indirect,2013,0.243971
Texas,Midland,Indirect,2014,0.223153
Texas,Midland,Indirect,2015,0.278693
Texas,Midland,Indirect,2016,0.255104
Texas,Midland,Indirect,2017,0.450392
Texas,Midland,Indirect,2018,0.450392
Texas,Pecos,Indirect,1981,11.14056
Texas,Pecos,Indirect,1981,10.401144
Texas,Pecos,Indirect,1981,5
Texas,Pecos,Indirect,1981,3.906
Texas,Pecos,Indirect,1981,2.458376
Texas,Pecos,Indirect,1981,1.40967
Texas,Pecos,Indirect,1981,1.3075
Texas,Pecos,Indirect,1981,1.15626
Texas,Pecos,Indirect,1981,0.473466
Texas,Pecos,Indirect,1981,0.290377
Texas,Pecos,Indirect,1981,0.080339
Texas,Pecos,Indirect,1982,10.31997
Texas,Pecos,Indirect,1982,6.7884
Texas,Pecos,Indirect,1982,6.716535
Texas,Pecos,Indirect,1982,5
Texas,Pecos,Indirect,1982,4.05625
Texas,Pecos,Indirect,1982,1.3406
Texas,Pecos,Indirect,1982,1.15626
Texas,Pecos,Indirect,1982,0.69269
Texas,Pecos,Indirect,1982,0.30198
Texas,Pecos,Indirect,1982,0.258984
Texas,Pecos,Indirect,1982,0.00872
Texas,Pecos,Indirect,1983,12.117647
Texas,Pecos,Indirect,1983,6.7884
Texas,Pecos,Indirect,1983,4.025
Texas,Pecos,Indirect,1983,3.77134
Texas,Pecos,Indirect,1983,2.033391
Texas,Pecos,Indirect,1983,1.3406
Texas,Pecos,Indirect,1983,1.268867
Texas,Pecos,Indirect,1983,1.1116
Texas,Pecos,Indirect,1983,0.341
Texas,Pecos,Indirect,1983,0.191593
Texas,Pecos,Indirect,1984,16.81902
Texas,Pecos,Indirect,1984,11.439288
Texas,Pecos,Indirect,1984,6.7884
Texas,Pecos,Indirect,1984,4.1
Texas,Pecos,Indirect,1984,3.64205
Texas,Pecos,Indirect,1984,1.9072769999999999
Texas,Pecos,Indirect,1984,1.3609
Texas,Pecos,Indirect,1984,1.22394
Texas,Pecos,Indirect,1984,0.388888
Texas,Pecos,Indirect,1984,0.0504
Texas,Pecos,Indirect,1984,0.0304
Texas,Pecos,Indirect,1984,0.0212
Texas,Pecos,Indirect,1985,12.997778
Texas,Pecos,Indirect,1985,6.7884
Texas,Pecos,Indirect,1985,6.76576
Texas,Pecos,Indirect,1985,4
Texas,Pecos,Indirect,1985,3.59743
Texas,Pecos,Indirect,1985,1.901704
Texas,Pecos,Indirect,1985,1.37318
Texas,Pecos,Indirect,1985,1.372
Texas,Pecos,Indirect,1985,0.533274
Texas,Pecos,Indirect,1985,0.06072
Texas,Pecos,Indirect,1986,23.00979
Texas,Pecos,Indirect,1986,12.276785
Texas,Pecos,Indirect,1986,8.60517
Texas,Pecos,Indirect,1986,6.7877
Texas,Pecos,Indirect,1986,4
Texas,Pecos,Indirect,1986,1.915
Texas,Pecos,Indirect,1986,1.3723
Texas,Pecos,Indirect,1986,1.02787
Texas,Pecos,Indirect,1986,0.616324
Texas,Pecos,Indirect,1986,0.06072
Texas,Pecos,Indirect,1986,0.0154
Texas,Pecos,Indirect,1987,15.683
Texas,Pecos,Indirect,1987,8.07992
Texas,Pecos,Indirect,1987,6.510042
Texas,Pecos,Indirect,1987,2.11762
Texas,Pecos,Indirect,1987,1.915
Texas,Pecos,Indirect,1987,1.687908
Texas,Pecos,Indirect,1987,1.0996
Texas,Pecos,Indirect,1987,1.03663
Texas,Pecos,Indirect,1987,0.360276
Texas,Pecos,Indirect,1987,0.00588
Texas,Pecos,Indirect,1988,13.839379
Texas,Pecos,Indirect,1988,6.492255
Texas,Pecos,Indirect,1988,3.5006
Texas,Pecos,Indirect,1988,2.529
Texas,Pecos,Indirect,1988,1.985994
Texas,Pecos,Indirect,1988,1.658565
Texas,Pecos,Indirect,1988,1.41148
Texas,Pecos,Indirect,1988,1.0722
Texas,Pecos,Indirect,1988,0.825216
Texas,Pecos,Indirect,1988,0.00588
Texas,Pecos,Indirect,1989,14.2527
Texas,Pecos,Indirect,1989,6.5796
Texas,Pecos,Indirect,1989,6.4922
Texas,Pecos,Indirect,1989,1.9862
Texas,Pecos,Indirect,1989,1.7599
Texas,Pecos,Indirect,1989,1.5545
Texas,Pecos,Indirect,1989,1.1857
Texas,Pecos,Indirect,1989,1.1425
Texas,Pecos,Indirect,1989,0.9521
Texas,Pecos,Indirect,1989,0.0069
Texas,Pecos,Indirect,1990,15.8068
Texas,Pecos,Indirect,1990,6.132
Texas,Pecos,Indirect,1990,2.003
Texas,Pecos,Indirect,1990,1.9473
Texas,Pecos,Indirect,1990,1.5059
Texas,Pecos,Indirect,1990,1.1857
Texas,Pecos,Indirect,1990,0.9243
Texas,Pecos,Indirect,1990,0.8934
Texas,Pecos,Indirect,1991,15.5133
Texas,Pecos,Indirect,1991,6.1308
Texas,Pecos,Indirect,1991,2.2871
Texas,Pecos,Indirect,1991,2.0446
Texas,Pecos,Indirect,1991,2.011
Texas,Pecos,Indirect,1991,1.1847
Texas,Pecos,Indirect,1991,1.1373
Texas,Pecos,Indirect,1991,0.9265
Texas,Pecos,Indirect,1992,17.171
Texas,Pecos,Indirect,1992,5.7649
Texas,Pecos,Indirect,1992,2.8956
Texas,Pecos,Indirect,1992,2.6207
Texas,Pecos,Indirect,1992,2.021
Texas,Pecos,Indirect,1992,1.8193
Texas,Pecos,Indirect,1992,1.2987
Texas,Pecos,Indirect,1992,0.8731
Texas,Pecos,Indirect,1992,0.7024
Texas,Pecos,Indirect,1993,16.5758
Texas,Pecos,Indirect,1993,6.2453
Texas,Pecos,Indirect,1993,3.7383
Texas,Pecos,Indirect,1993,2.795
Texas,Pecos,Indirect,1993,2.6403
Texas,Pecos,Indirect,1993,2.003
Texas,Pecos,Indirect,1993,0.909
Texas,Pecos,Indirect,1993,0.866
Texas,Pecos,Indirect,1993,0.1725
Texas,Pecos,Indirect,1994,15.95412
Texas,Pecos,Indirect,1994,6.387324
Texas,Pecos,Indirect,1994,5.40565
Texas,Pecos,Indirect,1994,1.985994
Texas,Pecos,Indirect,1994,1.21665
Texas,Pecos,Indirect,1994,1.20515
Texas,Pecos,Indirect,1994,1.177806
Texas,Pecos,Indirect,1994,1.069409
Texas,Pecos,Indirect,1994,0.2
Texas,Pecos,Indirect,1994,0.0126
Texas,Pecos,Indirect,1995,16.08621
Texas,Pecos,Indirect,1995,6.908151
Texas,Pecos,Indirect,1995,6.437056
Texas,Pecos,Indirect,1995,1.321071
Texas,Pecos,Indirect,1995,0.92358
Texas,Pecos,Indirect,1995,0.911662
Texas,Pecos,Indirect,1995,0.8978
Texas,Pecos,Indirect,1995,0.79969
Texas,Pecos,Indirect,1995,0.03024
Texas,Pecos,Indirect,1995,0.003
Texas,Pecos,Indirect,1996,21.12411
Texas,Pecos,Indirect,1996,5.232907
Texas,Pecos,Indirect,1996,1.616532
Texas,Pecos,Indirect,1996,1.046307
Texas,Pecos,Indirect,1996,0.9
Texas,Pecos,Indirect,1996,0.8531
Texas,Pecos,Indirect,1996,0.753606
Texas,Pecos,Indirect,1996,0.0125
Texas,Pecos,Indirect,1997,18.309732
Texas,Pecos,Indirect,1997,3.95284
Texas,Pecos,Indirect,1997,1.701114
Texas,Pecos,Indirect,1997,1.25625
Texas,Pecos,Indirect,1997,1.122366
Texas,Pecos,Indirect,1997,0.9
Texas,Pecos,Indirect,1997,0.85258
Texas,Pecos,Indirect,1998,20.024382
Texas,Pecos,Indirect,1998,1.926315
Texas,Pecos,Indirect,1998,1.65326
Texas,Pecos,Indirect,1998,1.2545
Texas,Pecos,Indirect,1998,0.87
Texas,Pecos,Indirect,1998,0.831
Texas,Pecos,Indirect,1998,0.776454
Texas,Pecos,Indirect,1999,19.21416
Texas,Pecos,Indirect,1999,1.845225
Texas,Pecos,Indirect,1999,1.565697
Texas,Pecos,Indirect,1999,1.554
Texas,Pecos,Indirect,1999,1.2545
Texas,Pecos,Indirect,1999,0.776454
Texas,Pecos,Indirect,1999,0.547
Texas,Pecos,Indirect,2000,1.869172
Texas,Pecos,Indirect,2000,1.554
Texas,Pecos,Indirect,2000,1.2545
Texas,Pecos,Indirect,2000,0.141745
Texas,Pecos,Indirect,2001,1.56545
Texas,Pecos,Indirect,2001,1.475
Texas,Pecos,Indirect,2001,0.58653
Texas,Pecos,Indirect,2001,0.0766
Texas,Pecos,Indirect,2002,1.132
Texas,Pecos,Indirect,2002,0.60072
Texas,Pecos,Indirect,2002,0.58653
Texas,Pecos,Indirect,2002,0.076
Texas,Pecos,Indirect,2003,0.9189
Texas,Pecos,Indirect,2003,0.654
Texas,Pecos,Indirect,2003,0.501
Texas,Pecos,Indirect,2004,0.9194
Texas,Pecos,Indirect,2004,0.654
Texas,Pecos,Indirect,2004,0.06
Texas,Pecos,Indirect,2005,0.9194
Texas,Pecos,Indirect,2005,0.654
